name,strategy,planner,rep,ok,checked,fallback,pre_fb,home_fb,t,jl,cl,n,bad,bad_pairs,frac,jl_pre,jl_app,jl_home,plan_calls,plan_fail,plan_t,method
fruit_r0_p3_t1_f3,frontal,RRTConnect,0,True,False,False,False,False,0.3271505832672119,6.743848883438114,2.333153730601288,100,0,,,2.6752717781967426,0.696652663522314,2.675271778196743,0,0,0.0,frontal/거터법선 직선진입 16cm fraction=1.00 (회피 없음)
fruit_r0_p3_t1_f3,frontal,RRTConnect,1,True,False,False,False,False,0.32573485374450684,9.682497346597419,4.038831819246237,100,0,,,4.18303332477556,0.6582153485231494,4.18303332477556,0,0,0.0,frontal/거터법선 직선진입 16cm fraction=1.00 (회피 없음)
fruit_r0_p3_t1_f3,naive,RRTConnect,0,True,False,False,False,False,0.27649402618408203,4.082946931330782,2.260588385331972,84,16,stem_r0_p3_s1|grasped_fruit_r0_p3_t1_f3×12;rg2_leftfinger|stem_r0_p3_s1×4,,2.041473465665391,0.0,2.041473465665391,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p3_t1_f3,naive,RRTConnect,1,True,False,False,False,False,0.256793737411499,8.143905273588548,4.284983082662721,84,0,,,4.071952636794275,0.0,4.071952636794273,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p2_t1_f2,harvest_linear,RRTConnect,0,True,True,False,False,False,0.805168628692627,3.518098272949456,1.9459027519302552,36,0,,1.0,1.3551807748588873,0.4043992720555155,1.3541189539795377,2,0,0.10367226600646973,cartesian(frac=1.00)
fruit_r0_p2_t1_f2,harvest_linear,RRTConnect,1,True,True,False,False,False,0.8015604019165039,3.519012346599424,1.9456750948092738,36,0,,1.0,1.3547051000796464,0.4043992720555155,1.3555087024087467,2,0,0.13647103309631348,cartesian(frac=1.00)
fruit_r0_p2_t1_f2,frontal,RRTConnect,0,True,False,False,False,False,0.13390898704528809,8.800474655823596,2.3318873892826697,100,0,,,3.720254348271155,0.6799829796406429,3.720254348271154,0,0,0.0,frontal/거터법선 직선진입 16cm fraction=1.00 (회피 없음)
fruit_r0_p2_t1_f2,frontal,RRTConnect,1,True,False,False,False,False,0.16441750526428223,8.747139070647831,2.3086778726395227,100,0,,,3.678552404485584,0.6950171308383316,3.6785524044855844,0,0,0.0,frontal/거터법선 직선진입 16cm fraction=1.00 (회피 없음)
fruit_r0_p2_t1_f2,naive,RRTConnect,0,True,False,False,False,False,0.1412043571472168,3.704886492909488,1.9326586197990645,84,0,,,1.852443246454744,0.0,1.852443246454744,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p2_t1_f2,naive,RRTConnect,1,True,False,False,False,False,0.1478722095489502,2.9472338565522618,1.8742666465707503,84,0,,,1.473616928276131,0.0,1.4736169282761309,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p1_t0_f2,harvest_linear,RRTConnect,0,True,True,False,False,False,1.4522960186004639,5.298335554798086,2.2899204150010606,50,0,,1.0,2.0198148313880124,0.6289663050586811,2.0205881132927117,2,0,0.11208891868591309,cartesian(frac=1.00)
fruit_r0_p1_t0_f2,harvest_linear,RRTConnect,1,True,True,False,False,False,1.469412088394165,4.935552937396098,2.250023362061733,44,0,,1.0,1.9039770249666281,0.5633564910965103,1.9048629302364497,2,0,0.12482571601867676,cartesian(frac=1.00)
fruit_r0_p1_t0_f2,frontal,RRTConnect,0,True,False,True,False,True,0.41518211364746094,0.0,0.0,0,0,,,0.0,0.0,0.0,0,0,0.0,frontal/IK 실패
fruit_r0_p1_t0_f2,frontal,RRTConnect,1,True,False,True,False,True,0.4321560859680176,0.0,0.0,0,0,,,0.0,0.0,0.0,0,0,0.0,frontal/IK 실패
fruit_r0_p1_t0_f2,naive,RRTConnect,0,True,False,False,False,False,0.4676365852355957,3.5564726241181415,2.33724533335505,84,0,,,1.7782363120590712,0.0,1.7782363120590705,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p1_t0_f2,naive,RRTConnect,1,True,False,False,False,False,0.40087151527404785,4.400721692338382,2.2931719494628036,84,0,,,2.200360846169191,0.0,2.200360846169191,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p3_t1_f2,harvest_linear,RRTConnect,0,True,True,False,False,False,1.735832691192627,3.8269544657285284,2.184014547746317,40,0,,1.0,1.4544960905830095,0.4585951761710773,1.4552680228033645,2,0,0.08720684051513672,cartesian(frac=1.00)
fruit_r0_p3_t1_f2,harvest_linear,RRTConnect,1,True,True,False,False,False,1.7710771560668945,3.8301361975762314,2.1874853923384876,40,0,,1.0,1.4563410799257632,0.4585951761710773,1.4566047653083134,2,0,0.11475062370300293,cartesian(frac=1.00)
fruit_r0_p3_t1_f2,frontal,RRTConnect,0,True,False,False,False,False,0.3478701114654541,6.405328147910025,2.3055362270968716,100,0,,,2.460007326913222,0.742656747041791,2.460007326913221,0,0,0.0,frontal/거터법선 직선진입 16cm fraction=1.00 (회피 없음)
fruit_r0_p3_t1_f2,frontal,RRTConnect,1,True,False,False,False,False,0.36310410499572754,6.495523009897106,2.3083235632043366,100,0,,,2.5147117354706316,0.733049769477922,2.5147117354706308,0,0,0.0,frontal/거터법선 직선진입 16cm fraction=1.00 (회피 없음)
fruit_r0_p3_t1_f2,naive,RRTConnect,0,True,False,False,False,False,0.38923192024230957,3.7416301721316314,2.238464430539504,84,14,stem_r0_p3_s1|grasped_fruit_r0_p3_t1_f2×10;rg2_leftfinger|stem_r0_p3_s1×4;rg2_leftfinger|stem_r0_p3_s2×4,,1.8708150860658155,0.0,1.8708150860658157,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p3_t1_f2,naive,RRTConnect,1,True,False,False,False,False,0.35640645027160645,3.061431599241362,2.1855137261432214,84,10,stem_r0_p3_s1|grasped_fruit_r0_p3_t1_f2×6;rg2_leftfinger|stem_r0_p3_s1×4;rg2_leftfinger|stem_r0_p3_s2×2,,1.5307157996206808,0.0,1.530715799620681,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p4_t0_f3,harvest_linear,RRTConnect,0,True,True,False,False,False,3.092357635498047,5.477893578101174,2.9944452812234346,46,3,stem_r0_p4_s1|grasped_fruit_r0_p4_t0_f3×3,1.0,2.00341405868757,0.7355075751645188,2.0034643690845657,2,0,0.12064743041992188,cartesian(frac=1.00)
fruit_r0_p4_t0_f3,harvest_linear,RRTConnect,1,True,True,True,True,False,3.1628835201263428,6.546420358571133,2.8629475382342724,41,3,stem_r0_p4_s1|grasped_fruit_r0_p4_t0_f3×3,1.0,2.4566799307951905,0.8162614727481744,2.457217482279594,2,1,0.11607241630554199,cartesian(frac=1.00)
fruit_r0_p4_t0_f3,frontal,RRTConnect,0,True,False,True,False,True,0.6674051284790039,0.0,0.0,0,0,,,0.0,0.0,0.0,0,0,0.0,frontal/IK 실패
fruit_r0_p4_t0_f3,frontal,RRTConnect,1,True,False,True,False,True,0.6784167289733887,0.0,0.0,0,0,,,0.0,0.0,0.0,0,0,0.0,frontal/IK 실패
fruit_r0_p4_t0_f3,naive,RRTConnect,0,True,False,False,False,False,0.6250817775726318,4.5969090473057,2.950755131010858,84,28,rg2_hand|stem_r0_p4_s1×10;rg2_leftfinger|stem_r0_p3_s1×6;stem_r0_p3_s1|grasped_fruit_r0_p4_t0_f3×6;rg2_rightfinger|stem_r0_p4_s0×6;rg2_rightfinger|stem_r0_p3_s1×4;rg2_leftfinger|stem_r0_p4_s1×4;rg2_hand|stem_r0_p4_s0×4;rg2_rightfinger|stem_r0_p4_s1×4;rg2_leftfinger|stem_r0_p3_s2×2,,2.29845452365285,0.0,2.29845452365285,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p4_t0_f3,naive,RRTConnect,1,True,False,False,False,False,0.6003823280334473,7.4427912249302945,4.68132066617145,84,0,,,3.7213956124651477,0.0,3.7213956124651473,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p1_t1_f3,harvest_linear,RRTConnect,0,True,True,False,False,False,3.5054707527160645,6.927068577254804,2.0673589160943013,56,0,,1.0,2.3722366386258646,1.0904562836243603,2.3739193713802194,2,0,0.13283014297485352,cartesian(frac=1.00)
fruit_r0_p1_t1_f3,harvest_linear,RRTConnect,1,True,True,False,False,False,3.530024528503418,7.1003313809669315,2.0551494414721683,56,0,,1.0,2.5493988576312345,1.0008555296364325,2.5492214640628315,2,0,0.11249923706054688,cartesian(frac=1.00)
