name,strategy,planner,rep,ok,checked,fallback,pre_fb,home_fb,t,jl,cl,n,n_chk,bad,bad_coarse,bad_pairs,frac,jl_pre,jl_app,jl_home,plan_calls,plan_fail,plan_t,method
fruit_r0_p3_t0_f2,naive,RRTConnect,1,True,False,False,False,False,0.3757011890411377,5.003169960451293,2.5967332365519633,84,238,26,8,stem_r0_p3_s1|grasped_fruit_r0_p3_t0_f2×16;rg2_leftfinger|stem_r0_p3_s1×10;rg2_hand|stem_r0_p3_s1×6,,2.501584980225647,0.0,2.501584980225646,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p3_t0_f2,naive,RRTConnect,2,True,False,False,False,False,0.3952341079711914,8.692157092855258,4.725290155535282,84,316,2,2,rg2_leftfinger|rachis_r0_p4_t0×2;rg2_leftfinger|stem_r0_p4_s0×2;rg2_leftfinger|stem_r0_p4_s1×2,,4.346078546427629,0.0,4.34607854642763,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p3_t0_f1,harvest_linear,RRTConnect,0,True,True,False,False,False,3.1911611557006836,6.0925381583012,2.4916306887145736,60,240,0,0,,1.0,2.6805734924659803,0.38935534063562127,2.633253984563977,2,0,0.16511893272399902,cartesian(frac=1.00)
fruit_r0_p3_t0_f1,harvest_linear,RRTConnect,1,True,True,False,False,False,3.0664420127868652,7.737356835602392,3.02574130927551,66,290,0,0,,1.0,3.8082251077333127,0.44044739898382934,3.04823692990142,2,0,0.1931471824645996,cartesian(frac=1.00)
fruit_r0_p3_t0_f1,harvest_linear,RRTConnect,2,True,True,False,False,False,2.98433518409729,7.81782466037075,2.907689989759017,61,288,0,0,,1.0,2.1756747709571456,0.38936499385283596,4.863419901707933,2,0,0.13263964653015137,cartesian(frac=1.00)
fruit_r0_p3_t0_f1,frontal,RRTConnect,0,True,False,False,False,False,0.5694084167480469,7.3143873098138945,2.659785973595218,98,262,34,11,stem_r0_p3_s1|grasped_fruit_r0_p3_t0_f1×20;rg2_leftfinger|stem_r0_p3_s1×8;rg2_rightfinger|stem_r0_p3_s0×6,,3.132884772930172,0.5243088819767757,3.132884772930171,0,0,0.0,frontal/직선진입 fraction=1.00 (회피 없음)
fruit_r0_p3_t0_f1,frontal,RRTConnect,1,True,False,False,False,False,0.4857957363128662,9.938270975106715,4.677276875137261,98,340,6,1,rg2_rightfinger|stem_r0_p3_s0×6,,4.459219194849106,0.5099162927042522,4.459219194849104,0,0,0.0,frontal/직선진입 fraction=1.00 (회피 없음)
fruit_r0_p3_t0_f1,frontal,RRTConnect,2,True,False,False,False,False,0.472775936126709,7.156196368813337,2.6548488918243445,98,262,34,11,stem_r0_p3_s1|grasped_fruit_r0_p3_t0_f1×20;rg2_leftfinger|stem_r0_p3_s1×8;rg2_rightfinger|stem_r0_p3_s0×6,,3.049761329166874,0.5283368552397949,3.049761329166874,0,0,0.0,frontal/직선진입 fraction=1.00 (회피 없음)
fruit_r0_p3_t0_f1,naive,RRTConnect,0,True,False,False,False,False,0.5224063396453857,8.779699387563788,4.832777853907573,84,316,6,2,stem_r0_p4_s1|grasped_fruit_r0_p3_t0_f1×4;rg2_leftfinger|stem_r0_p4_s1×2,,4.389849693781894,0.0,4.389849693781894,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p3_t0_f1,naive,RRTConnect,1,True,False,False,False,False,0.5090053081512451,4.978461669255412,2.577976876675538,84,238,46,14,rg2_rightfinger|stem_r0_p3_s1×28;rg2_hand|stem_r0_p3_s1×20;rg2_rightfinger|stem_r0_p3_s0×14;rg2_leftfinger|stem_r0_p3_s1×12,,2.489230834627706,0.0,2.489230834627706,0,0,0.0,naive/관절보간 40점 (회피 없음)
fruit_r0_p3_t0_f1,naive,RRTConnect,2,True,False,False,False,False,0.45169854164123535,8.528109122250072,4.72818443057514,84,316,2,0,rg2_leftfinger|stem_r0_p4_s1×2,,4.264054561125035,0.0,4.264054561125036,0,0,0.0,naive/관절보간 40점 (회피 없음)
